seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db,results_schema_version,job_path
789,FT,freeze_all,40,0.500000,54000,1,0,82096,0,0.000000,,84.783333,84.900000,54.250000,71.150000,78.616667,83.766667,54.250000,64.050000,71.300000,77.183333,71.150000,79.233333,84.533333,88.166667,78.616667,84.783333,88.783333,91.466667,83.766667,88.650000,91.750000,93.883333,2.489010,14.911552,54.950000,70.966667,78.800000,83.950000,54.950000,65.166667,72.766667,77.916667,70.966667,79.116667,84.650000,88.150000,78.800000,84.900000,88.966667,91.683333,83.950000,88.816667,91.783333,93.883333,2.384998,13.819892,v4.1,jobs/finetune/trainfrac_0.500000/blockage_040/freeze_freeze_all
789,FT,freeze_all,40,0.500000,54000,2,0,82096,0,0.000000,,84.783333,84.900000,54.250000,71.150000,78.616667,83.766667,54.250000,64.050000,71.300000,77.183333,71.150000,79.233333,84.533333,88.166667,78.616667,84.783333,88.783333,91.466667,83.766667,88.650000,91.750000,93.883333,2.489010,14.911552,54.950000,70.966667,78.800000,83.950000,54.950000,65.166667,72.766667,77.916667,70.966667,79.116667,84.650000,88.150000,78.800000,84.900000,88.966667,91.683333,83.950000,88.816667,91.783333,93.883333,2.384998,13.819892,v4.1,jobs/finetune/trainfrac_0.500000/blockage_040/freeze_freeze_all
789,FT,freeze_all,40,0.500000,54000,3,0,82096,0,0.000000,,84.783333,84.900000,54.250000,71.150000,78.616667,83.766667,54.250000,64.050000,71.300000,77.183333,71.150000,79.233333,84.533333,88.166667,78.616667,84.783333,88.783333,91.466667,83.766667,88.650000,91.750000,93.883333,2.489010,14.911552,54.950000,70.966667,78.800000,83.950000,54.950000,65.166667,72.766667,77.916667,70.966667,79.116667,84.650000,88.150000,78.800000,84.900000,88.966667,91.683333,83.950000,88.816667,91.783333,93.883333,2.384998,13.819892,v4.1,jobs/finetune/trainfrac_0.500000/blockage_040/freeze_freeze_all
789,FT,freeze_all,40,0.500000,54000,5,0,82096,0,0.000000,,84.783333,84.900000,54.250000,71.150000,78.616667,83.766667,54.250000,64.050000,71.300000,77.183333,71.150000,79.233333,84.533333,88.166667,78.616667,84.783333,88.783333,91.466667,83.766667,88.650000,91.750000,93.883333,2.489010,14.911552,54.950000,70.966667,78.800000,83.950000,54.950000,65.166667,72.766667,77.916667,70.966667,79.116667,84.650000,88.150000,78.800000,84.900000,88.966667,91.683333,83.950000,88.816667,91.783333,93.883333,2.384998,13.819892,v4.1,jobs/finetune/trainfrac_0.500000/blockage_040/freeze_freeze_all
789,FT,freeze_all,40,0.500000,54000,8,0,82096,0,0.000000,,84.783333,84.900000,54.250000,71.150000,78.616667,83.766667,54.250000,64.050000,71.300000,77.183333,71.150000,79.233333,84.533333,88.166667,78.616667,84.783333,88.783333,91.466667,83.766667,88.650000,91.750000,93.883333,2.489010,14.911552,54.950000,70.966667,78.800000,83.950000,54.950000,65.166667,72.766667,77.916667,70.966667,79.116667,84.650000,88.150000,78.800000,84.900000,88.966667,91.683333,83.950000,88.816667,91.783333,93.883333,2.384998,13.819892,v4.1,jobs/finetune/trainfrac_0.500000/blockage_040/freeze_freeze_all
789,FT,freeze_all,40,0.500000,54000,10,0,82096,0,0.000000,,84.783333,84.900000,54.250000,71.150000,78.616667,83.766667,54.250000,64.050000,71.300000,77.183333,71.150000,79.233333,84.533333,88.166667,78.616667,84.783333,88.783333,91.466667,83.766667,88.650000,91.750000,93.883333,2.489010,14.911552,54.950000,70.966667,78.800000,83.950000,54.950000,65.166667,72.766667,77.916667,70.966667,79.116667,84.650000,88.150000,78.800000,84.900000,88.966667,91.683333,83.950000,88.816667,91.783333,93.883333,2.384998,13.819892,v4.1,jobs/finetune/trainfrac_0.500000/blockage_040/freeze_freeze_all
789,FT,freeze_all,40,0.500000,54000,12,0,82096,0,0.000000,,84.783333,84.900000,54.250000,71.150000,78.616667,83.766667,54.250000,64.050000,71.300000,77.183333,71.150000,79.233333,84.533333,88.166667,78.616667,84.783333,88.783333,91.466667,83.766667,88.650000,91.750000,93.883333,2.489010,14.911552,54.950000,70.966667,78.800000,83.950000,54.950000,65.166667,72.766667,77.916667,70.966667,79.116667,84.650000,88.150000,78.800000,84.900000,88.966667,91.683333,83.950000,88.816667,91.783333,93.883333,2.384998,13.819892,v4.1,jobs/finetune/trainfrac_0.500000/blockage_040/freeze_freeze_all
789,FT,freeze_all,60,0.500000,54000,1,0,82096,0,0.000000,,85.933333,86.183333,50.233333,70.916667,79.150000,84.583333,50.233333,59.916667,67.283333,73.150000,70.916667,79.250000,84.733333,88.700000,79.150000,85.933333,90.233333,92.983333,84.583333,89.850000,93.250000,95.266667,3.064599,17.088240,51.250000,70.650000,79.250000,85.000000,51.250000,61.283333,68.766667,74.483333,70.650000,79.416667,85.116667,88.650000,79.250000,86.183333,90.166667,92.733333,85.000000,90.433333,93.416667,95.333333,2.895438,16.330868,v4.1,jobs/finetune/trainfrac_0.500000/blockage_060/freeze_freeze_all
789,FT,freeze_all,60,0.500000,54000,2,0,82096,0,0.000000,,85.933333,86.183333,50.233333,70.916667,79.150000,84.583333,50.233333,59.916667,67.283333,73.150000,70.916667,79.250000,84.733333,88.700000,79.150000,85.933333,90.233333,92.983333,84.583333,89.850000,93.250000,95.266667,3.064599,17.088240,51.250000,70.650000,79.250000,85.000000,51.250000,61.283333,68.766667,74.483333,70.650000,79.416667,85.116667,88.650000,79.250000,86.183333,90.166667,92.733333,85.000000,90.433333,93.416667,95.333333,2.895438,16.330868,v4.1,jobs/finetune/trainfrac_0.500000/blockage_060/freeze_freeze_all
789,FT,freeze_all,60,0.500000,54000,3,0,82096,0,0.000000,,85.933333,86.183333,50.233333,70.916667,79.150000,84.583333,50.233333,59.916667,67.283333,73.150000,70.916667,79.250000,84.733333,88.700000,79.150000,85.933333,90.233333,92.983333,84.583333,89.850000,93.250000,95.266667,3.064599,17.088240,51.250000,70.650000,79.250000,85.000000,51.250000,61.283333,68.766667,74.483333,70.650000,79.416667,85.116667,88.650000,79.250000,86.183333,90.166667,92.733333,85.000000,90.433333,93.416667,95.333333,2.895438,16.330868,v4.1,jobs/finetune/trainfrac_0.500000/blockage_060/freeze_freeze_all
789,FT,freeze_all,60,0.500000,54000,5,0,82096,0,0.000000,,85.933333,86.183333,50.233333,70.916667,79.150000,84.583333,50.233333,59.916667,67.283333,73.150000,70.916667,79.250000,84.733333,88.700000,79.150000,85.933333,90.233333,92.983333,84.583333,89.850000,93.250000,95.266667,3.064599,17.088240,51.250000,70.650000,79.250000,85.000000,51.250000,61.283333,68.766667,74.483333,70.650000,79.416667,85.116667,88.650000,79.250000,86.183333,90.166667,92.733333,85.000000,90.433333,93.416667,95.333333,2.895438,16.330868,v4.1,jobs/finetune/trainfrac_0.500000/blockage_060/freeze_freeze_all
789,FT,freeze_all,60,0.500000,54000,8,0,82096,0,0.000000,,85.933333,86.183333,50.233333,70.916667,79.150000,84.583333,50.233333,59.916667,67.283333,73.150000,70.916667,79.250000,84.733333,88.700000,79.150000,85.933333,90.233333,92.983333,84.583333,89.850000,93.250000,95.266667,3.064599,17.088240,51.250000,70.650000,79.250000,85.000000,51.250000,61.283333,68.766667,74.483333,70.650000,79.416667,85.116667,88.650000,79.250000,86.183333,90.166667,92.733333,85.000000,90.433333,93.416667,95.333333,2.895438,16.330868,v4.1,jobs/finetune/trainfrac_0.500000/blockage_060/freeze_freeze_all
789,FT,freeze_all,60,0.500000,54000,10,0,82096,0,0.000000,,85.933333,86.183333,50.233333,70.916667,79.150000,84.583333,50.233333,59.916667,67.283333,73.150000,70.916667,79.250000,84.733333,88.700000,79.150000,85.933333,90.233333,92.983333,84.583333,89.850000,93.250000,95.266667,3.064599,17.088240,51.250000,70.650000,79.250000,85.000000,51.250000,61.283333,68.766667,74.483333,70.650000,79.416667,85.116667,88.650000,79.250000,86.183333,90.166667,92.733333,85.000000,90.433333,93.416667,95.333333,2.895438,16.330868,v4.1,jobs/finetune/trainfrac_0.500000/blockage_060/freeze_freeze_all
789,FT,freeze_all,60,0.500000,54000,12,0,82096,0,0.000000,,85.933333,86.183333,50.233333,70.916667,79.150000,84.583333,50.233333,59.916667,67.283333,73.150000,70.916667,79.250000,84.733333,88.700000,79.150000,85.933333,90.233333,92.983333,84.583333,89.850000,93.250000,95.266667,3.064599,17.088240,51.250000,70.650000,79.250000,85.000000,51.250000,61.283333,68.766667,74.483333,70.650000,79.416667,85.116667,88.650000,79.250000,86.183333,90.166667,92.733333,85.000000,90.433333,93.416667,95.333333,2.895438,16.330868,v4.1,jobs/finetune/trainfrac_0.500000/blockage_060/freeze_freeze_all
789,FT,freeze_all,80,0.500000,54000,1,0,82096,0,0.000000,,85.383333,85.416667,44.616667,68.550000,77.650000,83.566667,44.616667,53.866667,61.050000,66.883333,68.550000,77.266667,83.566667,87.716667,77.650000,85.383333,90.450000,93.283333,83.566667,89.866667,93.983333,96.016667,3.954851,18.439320,45.000000,68.800000,77.983333,84.200000,45.000000,54.366667,61.583333,67.366667,68.800000,77.633333,83.516667,87.750000,77.983333,85.416667,89.950000,92.866667,84.200000,90.450000,93.783333,95.900000,3.821157,17.832194,v4.1,jobs/finetune/trainfrac_0.500000/blockage_080/freeze_freeze_all
789,FT,freeze_all,80,0.500000,54000,2,0,82096,0,0.000000,,85.383333,85.416667,44.616667,68.550000,77.650000,83.566667,44.616667,53.866667,61.050000,66.883333,68.550000,77.266667,83.566667,87.716667,77.650000,85.383333,90.450000,93.283333,83.566667,89.866667,93.983333,96.016667,3.954851,18.439320,45.000000,68.800000,77.983333,84.200000,45.000000,54.366667,61.583333,67.366667,68.800000,77.633333,83.516667,87.750000,77.983333,85.416667,89.950000,92.866667,84.200000,90.450000,93.783333,95.900000,3.821157,17.832194,v4.1,jobs/finetune/trainfrac_0.500000/blockage_080/freeze_freeze_all
789,FT,freeze_all,80,0.500000,54000,3,0,82096,0,0.000000,,85.383333,85.416667,44.616667,68.550000,77.650000,83.566667,44.616667,53.866667,61.050000,66.883333,68.550000,77.266667,83.566667,87.716667,77.650000,85.383333,90.450000,93.283333,83.566667,89.866667,93.983333,96.016667,3.954851,18.439320,45.000000,68.800000,77.983333,84.200000,45.000000,54.366667,61.583333,67.366667,68.800000,77.633333,83.516667,87.750000,77.983333,85.416667,89.950000,92.866667,84.200000,90.450000,93.783333,95.900000,3.821157,17.832194,v4.1,jobs/finetune/trainfrac_0.500000/blockage_080/freeze_freeze_all
789,FT,freeze_all,80,0.500000,54000,5,0,82096,0,0.000000,,85.383333,85.416667,44.616667,68.550000,77.650000,83.566667,44.616667,53.866667,61.050000,66.883333,68.550000,77.266667,83.566667,87.716667,77.650000,85.383333,90.450000,93.283333,83.566667,89.866667,93.983333,96.016667,3.954851,18.439320,45.000000,68.800000,77.983333,84.200000,45.000000,54.366667,61.583333,67.366667,68.800000,77.633333,83.516667,87.750000,77.983333,85.416667,89.950000,92.866667,84.200000,90.450000,93.783333,95.900000,3.821157,17.832194,v4.1,jobs/finetune/trainfrac_0.500000/blockage_080/freeze_freeze_all
789,FT,freeze_all,80,0.500000,54000,8,0,82096,0,0.000000,,85.383333,85.416667,44.616667,68.550000,77.650000,83.566667,44.616667,53.866667,61.050000,66.883333,68.550000,77.266667,83.566667,87.716667,77.650000,85.383333,90.450000,93.283333,83.566667,89.866667,93.983333,96.016667,3.954851,18.439320,45.000000,68.800000,77.983333,84.200000,45.000000,54.366667,61.583333,67.366667,68.800000,77.633333,83.516667,87.750000,77.983333,85.416667,89.950000,92.866667,84.200000,90.450000,93.783333,95.900000,3.821157,17.832194,v4.1,jobs/finetune/trainfrac_0.500000/blockage_080/freeze_freeze_all
789,FT,freeze_all,80,0.500000,54000,10,0,82096,0,0.000000,,85.383333,85.416667,44.616667,68.550000,77.650000,83.566667,44.616667,53.866667,61.050000,66.883333,68.550000,77.266667,83.566667,87.716667,77.650000,85.383333,90.450000,93.283333,83.566667,89.866667,93.983333,96.016667,3.954851,18.439320,45.000000,68.800000,77.983333,84.200000,45.000000,54.366667,61.583333,67.366667,68.800000,77.633333,83.516667,87.750000,77.983333,85.416667,89.950000,92.866667,84.200000,90.450000,93.783333,95.900000,3.821157,17.832194,v4.1,jobs/finetune/trainfrac_0.500000/blockage_080/freeze_freeze_all
789,FT,freeze_all,80,0.500000,54000,12,0,82096,0,0.000000,,85.383333,85.416667,44.616667,68.550000,77.650000,83.566667,44.616667,53.866667,61.050000,66.883333,68.550000,77.266667,83.566667,87.716667,77.650000,85.383333,90.450000,93.283333,83.566667,89.866667,93.983333,96.016667,3.954851,18.439320,45.000000,68.800000,77.983333,84.200000,45.000000,54.366667,61.583333,67.366667,68.800000,77.633333,83.516667,87.750000,77.983333,85.416667,89.950000,92.866667,84.200000,90.450000,93.783333,95.900000,3.821157,17.832194,v4.1,jobs/finetune/trainfrac_0.500000/blockage_080/freeze_freeze_all
789,FT,freeze_all,100,0.500000,54000,1,0,82096,0,0.000000,,81.883333,81.866667,38.850000,63.983333,73.766667,80.866667,38.850000,46.883333,53.550000,59.500000,63.983333,72.500000,79.250000,84.233333,73.766667,81.883333,87.766667,91.650000,80.866667,87.966667,93.000000,95.666667,5.027523,19.510371,38.766667,64.050000,73.466667,81.050000,38.766667,47.066667,53.766667,59.650000,64.050000,73.333333,79.550000,84.400000,73.466667,81.866667,87.233333,90.950000,81.050000,88.133333,92.283333,95.083333,4.972826,19.600360,v4.1,jobs/finetune/trainfrac_0.500000/blockage_100/freeze_freeze_all
789,FT,freeze_all,100,0.500000,54000,2,0,82096,0,0.000000,,81.883333,81.866667,38.850000,63.983333,73.766667,80.866667,38.850000,46.883333,53.550000,59.500000,63.983333,72.500000,79.250000,84.233333,73.766667,81.883333,87.766667,91.650000,80.866667,87.966667,93.000000,95.666667,5.027523,19.510371,38.766667,64.050000,73.466667,81.050000,38.766667,47.066667,53.766667,59.650000,64.050000,73.333333,79.550000,84.400000,73.466667,81.866667,87.233333,90.950000,81.050000,88.133333,92.283333,95.083333,4.972826,19.600360,v4.1,jobs/finetune/trainfrac_0.500000/blockage_100/freeze_freeze_all
789,FT,freeze_all,100,0.500000,54000,3,0,82096,0,0.000000,,81.883333,81.866667,38.850000,63.983333,73.766667,80.866667,38.850000,46.883333,53.550000,59.500000,63.983333,72.500000,79.250000,84.233333,73.766667,81.883333,87.766667,91.650000,80.866667,87.966667,93.000000,95.666667,5.027523,19.510371,38.766667,64.050000,73.466667,81.050000,38.766667,47.066667,53.766667,59.650000,64.050000,73.333333,79.550000,84.400000,73.466667,81.866667,87.233333,90.950000,81.050000,88.133333,92.283333,95.083333,4.972826,19.600360,v4.1,jobs/finetune/trainfrac_0.500000/blockage_100/freeze_freeze_all
789,FT,freeze_all,100,0.500000,54000,5,0,82096,0,0.000000,,81.883333,81.866667,38.850000,63.983333,73.766667,80.866667,38.850000,46.883333,53.550000,59.500000,63.983333,72.500000,79.250000,84.233333,73.766667,81.883333,87.766667,91.650000,80.866667,87.966667,93.000000,95.666667,5.027523,19.510371,38.766667,64.050000,73.466667,81.050000,38.766667,47.066667,53.766667,59.650000,64.050000,73.333333,79.550000,84.400000,73.466667,81.866667,87.233333,90.950000,81.050000,88.133333,92.283333,95.083333,4.972826,19.600360,v4.1,jobs/finetune/trainfrac_0.500000/blockage_100/freeze_freeze_all
789,FT,freeze_all,100,0.500000,54000,8,0,82096,0,0.000000,,81.883333,81.866667,38.850000,63.983333,73.766667,80.866667,38.850000,46.883333,53.550000,59.500000,63.983333,72.500000,79.250000,84.233333,73.766667,81.883333,87.766667,91.650000,80.866667,87.966667,93.000000,95.666667,5.027523,19.510371,38.766667,64.050000,73.466667,81.050000,38.766667,47.066667,53.766667,59.650000,64.050000,73.333333,79.550000,84.400000,73.466667,81.866667,87.233333,90.950000,81.050000,88.133333,92.283333,95.083333,4.972826,19.600360,v4.1,jobs/finetune/trainfrac_0.500000/blockage_100/freeze_freeze_all
789,FT,freeze_all,100,0.500000,54000,10,0,82096,0,0.000000,,81.883333,81.866667,38.850000,63.983333,73.766667,80.866667,38.850000,46.883333,53.550000,59.500000,63.983333,72.500000,79.250000,84.233333,73.766667,81.883333,87.766667,91.650000,80.866667,87.966667,93.000000,95.666667,5.027523,19.510371,38.766667,64.050000,73.466667,81.050000,38.766667,47.066667,53.766667,59.650000,64.050000,73.333333,79.550000,84.400000,73.466667,81.866667,87.233333,90.950000,81.050000,88.133333,92.283333,95.083333,4.972826,19.600360,v4.1,jobs/finetune/trainfrac_0.500000/blockage_100/freeze_freeze_all
789,FT,freeze_all,100,0.500000,54000,12,0,82096,0,0.000000,,81.883333,81.866667,38.850000,63.983333,73.766667,80.866667,38.850000,46.883333,53.550000,59.500000,63.983333,72.500000,79.250000,84.233333,73.766667,81.883333,87.766667,91.650000,80.866667,87.966667,93.000000,95.666667,5.027523,19.510371,38.766667,64.050000,73.466667,81.050000,38.766667,47.066667,53.766667,59.650000,64.050000,73.333333,79.550000,84.400000,73.466667,81.866667,87.233333,90.950000,81.050000,88.133333,92.283333,95.083333,4.972826,19.600360,v4.1,jobs/finetune/trainfrac_0.500000/blockage_100/freeze_freeze_all
789,FT,freeze_all,0,1.000000,108000,1,0,82096,0,0.000000,,98.333333,98.550000,79.150000,93.300000,96.916667,98.466667,79.150000,88.100000,91.833333,93.766667,93.300000,96.350000,97.683333,98.383333,96.916667,98.333333,99.100000,99.566667,98.466667,99.266667,99.700000,99.850000,0.668765,4.002984,79.416667,92.983333,96.816667,98.166667,79.433333,87.850000,91.633333,93.800000,92.983333,96.433333,97.700000,98.500000,96.816667,98.550000,99.100000,99.366667,98.166667,99.266667,99.533333,99.666667,0.697130,4.048934,v4.1,jobs/finetune/trainfrac_1.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,0,1.000000,108000,2,0,82096,0,0.000000,,98.333333,98.550000,79.150000,93.300000,96.916667,98.466667,79.150000,88.100000,91.833333,93.766667,93.300000,96.350000,97.683333,98.383333,96.916667,98.333333,99.100000,99.566667,98.466667,99.266667,99.700000,99.850000,0.668765,4.002984,79.416667,92.983333,96.816667,98.166667,79.433333,87.850000,91.633333,93.800000,92.983333,96.433333,97.700000,98.500000,96.816667,98.550000,99.100000,99.366667,98.166667,99.266667,99.533333,99.666667,0.697130,4.048934,v4.1,jobs/finetune/trainfrac_1.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,0,1.000000,108000,3,0,82096,0,0.000000,,98.333333,98.550000,79.150000,93.300000,96.916667,98.466667,79.150000,88.100000,91.833333,93.766667,93.300000,96.350000,97.683333,98.383333,96.916667,98.333333,99.100000,99.566667,98.466667,99.266667,99.700000,99.850000,0.668765,4.002984,79.416667,92.983333,96.816667,98.166667,79.433333,87.850000,91.633333,93.800000,92.983333,96.433333,97.700000,98.500000,96.816667,98.550000,99.100000,99.366667,98.166667,99.266667,99.533333,99.666667,0.697130,4.048934,v4.1,jobs/finetune/trainfrac_1.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,0,1.000000,108000,5,0,82096,0,0.000000,,98.333333,98.550000,79.150000,93.300000,96.916667,98.466667,79.150000,88.100000,91.833333,93.766667,93.300000,96.350000,97.683333,98.383333,96.916667,98.333333,99.100000,99.566667,98.466667,99.266667,99.700000,99.850000,0.668765,4.002984,79.416667,92.983333,96.816667,98.166667,79.433333,87.850000,91.633333,93.800000,92.983333,96.433333,97.700000,98.500000,96.816667,98.550000,99.100000,99.366667,98.166667,99.266667,99.533333,99.666667,0.697130,4.048934,v4.1,jobs/finetune/trainfrac_1.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,0,1.000000,108000,8,0,82096,0,0.000000,,98.333333,98.550000,79.150000,93.300000,96.916667,98.466667,79.150000,88.100000,91.833333,93.766667,93.300000,96.350000,97.683333,98.383333,96.916667,98.333333,99.100000,99.566667,98.466667,99.266667,99.700000,99.850000,0.668765,4.002984,79.416667,92.983333,96.816667,98.166667,79.433333,87.850000,91.633333,93.800000,92.983333,96.433333,97.700000,98.500000,96.816667,98.550000,99.100000,99.366667,98.166667,99.266667,99.533333,99.666667,0.697130,4.048934,v4.1,jobs/finetune/trainfrac_1.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,0,1.000000,108000,10,0,82096,0,0.000000,,98.333333,98.550000,79.150000,93.300000,96.916667,98.466667,79.150000,88.100000,91.833333,93.766667,93.300000,96.350000,97.683333,98.383333,96.916667,98.333333,99.100000,99.566667,98.466667,99.266667,99.700000,99.850000,0.668765,4.002984,79.416667,92.983333,96.816667,98.166667,79.433333,87.850000,91.633333,93.800000,92.983333,96.433333,97.700000,98.500000,96.816667,98.550000,99.100000,99.366667,98.166667,99.266667,99.533333,99.666667,0.697130,4.048934,v4.1,jobs/finetune/trainfrac_1.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,0,1.000000,108000,12,0,82096,0,0.000000,,98.333333,98.550000,79.150000,93.300000,96.916667,98.466667,79.150000,88.100000,91.833333,93.766667,93.300000,96.350000,97.683333,98.383333,96.916667,98.333333,99.100000,99.566667,98.466667,99.266667,99.700000,99.850000,0.668765,4.002984,79.416667,92.983333,96.816667,98.166667,79.433333,87.850000,91.633333,93.800000,92.983333,96.433333,97.700000,98.500000,96.816667,98.550000,99.100000,99.366667,98.166667,99.266667,99.533333,99.666667,0.697130,4.048934,v4.1,jobs/finetune/trainfrac_1.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,20,1.000000,108000,1,0,82096,0,0.000000,,89.083333,89.133333,61.266667,76.166667,84.516667,90.833333,61.266667,71.250000,77.400000,82.100000,76.166667,83.083333,87.250000,89.950000,84.516667,89.083333,92.050000,93.950000,90.833333,93.716667,95.733333,96.900000,1.952833,12.078724,61.733333,76.716667,84.266667,90.983333,61.750000,72.133333,78.966667,83.150000,76.716667,83.866667,88.283333,90.983333,84.266667,89.133333,92.366667,94.533333,90.983333,94.100000,96.133333,97.316667,1.845674,11.588752,v4.1,jobs/finetune/trainfrac_1.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,20,1.000000,108000,2,0,82096,0,0.000000,,89.083333,89.133333,61.266667,76.166667,84.516667,90.833333,61.266667,71.250000,77.400000,82.100000,76.166667,83.083333,87.250000,89.950000,84.516667,89.083333,92.050000,93.950000,90.833333,93.716667,95.733333,96.900000,1.952833,12.078724,61.733333,76.716667,84.266667,90.983333,61.750000,72.133333,78.966667,83.150000,76.716667,83.866667,88.283333,90.983333,84.266667,89.133333,92.366667,94.533333,90.983333,94.100000,96.133333,97.316667,1.845674,11.588752,v4.1,jobs/finetune/trainfrac_1.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,20,1.000000,108000,3,0,82096,0,0.000000,,89.083333,89.133333,61.266667,76.166667,84.516667,90.833333,61.266667,71.250000,77.400000,82.100000,76.166667,83.083333,87.250000,89.950000,84.516667,89.083333,92.050000,93.950000,90.833333,93.716667,95.733333,96.900000,1.952833,12.078724,61.733333,76.716667,84.266667,90.983333,61.750000,72.133333,78.966667,83.150000,76.716667,83.866667,88.283333,90.983333,84.266667,89.133333,92.366667,94.533333,90.983333,94.100000,96.133333,97.316667,1.845674,11.588752,v4.1,jobs/finetune/trainfrac_1.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,20,1.000000,108000,5,0,82096,0,0.000000,,89.083333,89.133333,61.266667,76.166667,84.516667,90.833333,61.266667,71.250000,77.400000,82.100000,76.166667,83.083333,87.250000,89.950000,84.516667,89.083333,92.050000,93.950000,90.833333,93.716667,95.733333,96.900000,1.952833,12.078724,61.733333,76.716667,84.266667,90.983333,61.750000,72.133333,78.966667,83.150000,76.716667,83.866667,88.283333,90.983333,84.266667,89.133333,92.366667,94.533333,90.983333,94.100000,96.133333,97.316667,1.845674,11.588752,v4.1,jobs/finetune/trainfrac_1.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,20,1.000000,108000,8,0,82096,0,0.000000,,89.083333,89.133333,61.266667,76.166667,84.516667,90.833333,61.266667,71.250000,77.400000,82.100000,76.166667,83.083333,87.250000,89.950000,84.516667,89.083333,92.050000,93.950000,90.833333,93.716667,95.733333,96.900000,1.952833,12.078724,61.733333,76.716667,84.266667,90.983333,61.750000,72.133333,78.966667,83.150000,76.716667,83.866667,88.283333,90.983333,84.266667,89.133333,92.366667,94.533333,90.983333,94.100000,96.133333,97.316667,1.845674,11.588752,v4.1,jobs/finetune/trainfrac_1.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,20,1.000000,108000,10,0,82096,0,0.000000,,89.083333,89.133333,61.266667,76.166667,84.516667,90.833333,61.266667,71.250000,77.400000,82.100000,76.166667,83.083333,87.250000,89.950000,84.516667,89.083333,92.050000,93.950000,90.833333,93.716667,95.733333,96.900000,1.952833,12.078724,61.733333,76.716667,84.266667,90.983333,61.750000,72.133333,78.966667,83.150000,76.716667,83.866667,88.283333,90.983333,84.266667,89.133333,92.366667,94.533333,90.983333,94.100000,96.133333,97.316667,1.845674,11.588752,v4.1,jobs/finetune/trainfrac_1.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,20,1.000000,108000,12,0,82096,0,0.000000,,89.083333,89.133333,61.266667,76.166667,84.516667,90.833333,61.266667,71.250000,77.400000,82.100000,76.166667,83.083333,87.250000,89.950000,84.516667,89.083333,92.050000,93.950000,90.833333,93.716667,95.733333,96.900000,1.952833,12.078724,61.733333,76.716667,84.266667,90.983333,61.750000,72.133333,78.966667,83.150000,76.716667,83.866667,88.283333,90.983333,84.266667,89.133333,92.366667,94.533333,90.983333,94.100000,96.133333,97.316667,1.845674,11.588752,v4.1,jobs/finetune/trainfrac_1.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,40,1.000000,108000,1,0,82096,0,0.000000,,84.783333,84.900000,54.250000,71.150000,78.616667,83.766667,54.250000,64.050000,71.300000,77.183333,71.150000,79.233333,84.533333,88.166667,78.616667,84.783333,88.783333,91.466667,83.766667,88.650000,91.750000,93.883333,2.489010,14.911552,54.950000,70.966667,78.800000,83.950000,54.950000,65.166667,72.766667,77.916667,70.966667,79.116667,84.650000,88.150000,78.800000,84.900000,88.966667,91.683333,83.950000,88.816667,91.783333,93.883333,2.384998,13.819892,v4.1,jobs/finetune/trainfrac_1.000000/blockage_040/freeze_freeze_all
